gene_id	geneT_id	chr.num	start	end	strand	seq.ln	pfam.sigAcc	pfam.desc	pfam.start	pfam.end	pfam.eval	pfam.iprAcc	pfam.iprAnn	pfam.go	pfam.pthAnn	pant.sigAcc	pant.desc	pant.start	pant.end	pant.eval	pant.iprAcc	pant.iprAnn	pant.go	pant.pthAnn	sfam.sigAcc	sfam.desc	sfam.start	sfam.end	sfam.eval	sfam.iprAcc	sfam.iprAnn	sfam.go	sfam.pthAnn	cdd.sigAcc	cdd.desc	cdd.start	cdd.end	cdd.eval	cdd.iprAcc	cdd.iprAnn	cdd.go	cdd.pthAnn	g3d.sigAcc	g3d.desc	g3d.start	g3d.end	g3d.eval	g3d.iprAcc	g3d.iprAnn	g3d.go	g3d.pthAnn
Ecl_002043	Ecl_002043-T1	Ecl_1605_22_2	2990913	2994806	+	327	PF04178	Got1/Sft2-like family	223	303	1.6e-15	IPR007305	Vesicle transport protein, Got1/SFT2-like	GO:0016192	NA	PTHR31200	-	37	224	1.6e-33	IPR029525	INO80 complex, subunit Ies6	GO:0006338|GO:0031011	Reactome: R-HSA-5689603|Reactome: R-HSA-5696394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002044	Ecl_002044-T1	Ecl_1605_22_2	2995394	2996185	-	131	PF00235	Profilin	1	131	7.6e-44	IPR005455	Profilin	GO:0003779	NA	PTHR11604	PROFILIN	1	131	2.3e-33	IPR005455	Profilin	GO:0003779	NA	SSF55770	Profilin (actin-binding protein)	1	131	3.01e-37	IPR036140	Profilin superfamily	NA	NA	cd00148	PROF	2	131	2.43e-41	IPR005455	Profilin	GO:0003779	NA	G3DSA:3.30.450.30	Dynein light chain 2a	1	131	2.1e-40	NA	NA	NA	NA
Ecl_002046	Ecl_002046-T1	Ecl_1605_22_2	3001795	3002768	-	197	PF13774	Regulated-SNARE-like domain	44	118	1.6e-14	IPR010908	Longin domain	NA	Reactome: R-HSA-204005	PTHR45806	-	1	197	5.4e-77	NA	NA	NA	NA	SSF64356	SNARE-like	1	136	7.32e-40	IPR011012	Longin-like domain superfamily	NA	NA	cd14824	Longin	5	129	2.47e-28	NA	NA	NA	NA	G3DSA:3.30.450.50	-	1	137	4e-57	NA	NA	NA	NA
Ecl_002047	Ecl_002047-T1	Ecl_1605_22_2	3003578	3009595	+	1954	PF02889	Sec63 Brl domain	1613	1932	2.7e-51	IPR004179	Sec63 domain	NA	NA	PTHR24075	-	103	1932	0	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1007	1304	5.85e-54	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd18020	DEXHc_ASCC3_1	260	467	1e-118	NA	NA	NA	NA	G3DSA:3.40.50.300	-	1083	1311	1.5e-87	NA	NA	NA	NA
Ecl_002048	Ecl_002048-T1	Ecl_1605_22_2	3010306	3011347	-	303	PF00071	Ras family	7	217	2.4e-40	IPR001806	Small GTPase	GO:0003924|GO:0005525	NA	PTHR24073	-	6	220	1e-44	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	4	226	2.22e-44	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd00154	Rab	7	215	2.29e-59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002049	Ecl_002049-T1	Ecl_1605_22_2	3013595	3014715	+	314	PF06687	SUR7/PalI family	8	287	1.6e-27	IPR009571	Membrane protein SUR7/Rim9-like, fungi	GO:0005886	NA	PTHR28019	-	7	306	8.5e-53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002050	Ecl_002050-T1	Ecl_1605_22_2	3015361	3016114	+	182	PF01741	Large-conductance mechanosensitive channel, MscL	26	138	4.7e-17	IPR037673	Large-conductance mechanosensitive channel/anditomin synthesis protein L	NA	NA	PTHR30266	MECHANOSENSITIVE CHANNEL MSCL	5	180	1.5e-63	IPR037673	Large-conductance mechanosensitive channel/anditomin synthesis protein L	NA	NA	SSF81330	Gated mechanosensitive channel	35	159	3.79e-19	IPR036019	Gated mechanosensitive channel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.1200.120	-	26	151	6.3e-15	IPR036019	Gated mechanosensitive channel	NA	NA
Ecl_002053	Ecl_002053-T1	Ecl_1605_22_2	3017541	3018403	+	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR40640	-	35	210	2.3e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002054	Ecl_002054-T1	Ecl_1605_22_2	3021222	3022799	+	478	PF03663	Glycosyl hydrolase family 76	29	402	1.9e-127	IPR005198	Glycoside hydrolase, family 76	NA	NA	PTHR12145	UNCHARACTERIZED	2	438	1.2e-158	IPR014480	Mannan endo-1,6-alpha-mannosidase	GO:0008496|GO:0016052	NA	SSF48208	Six-hairpin glycosidases	41	352	1.62e-45	IPR008928	Six-hairpin glycosidase superfamily	GO:0005975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.50.10.20	-	25	389	6.6e-43	NA	NA	NA	NA
Ecl_002055	Ecl_002055-T1	Ecl_1605_22_2	3023497	3026213	-	401	PF00155	Aminotransferase class I and II	65	389	1e-59	IPR004839	Aminotransferase, class I/classII	GO:0009058|GO:0030170	NA	PTHR42885:SF6	HISTIDINOL-PHOSPHATE AMINOTRANSFERASE	18	397	8.3e-162	NA	NA	NA	NA	SSF53383	PLP-dependent transferases	61	395	3.13e-70	IPR015424	Pyridoxal phosphate-dependent transferase	NA	NA	cd00609	AAT_like	60	391	2.06e-67	NA	NA	NA	NA	G3DSA:3.90.1150.10	Aspartate Aminotransferase	26	384	1.7e-88	IPR015422	Pyridoxal phosphate-dependent transferase domain 1	GO:0003824	NA
Ecl_002056	Ecl_002056-T1	Ecl_1605_22_2	3026276	3028346	+	570	PF07690	Major Facilitator Superfamily	60	464	2.2e-31	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085	NA	PTHR23501:SF43	-	42	545	1.1e-113	NA	NA	NA	NA	SSF103473	MFS general substrate transporter	47	540	6.54e-42	IPR036259	MFS transporter superfamily	NA	NA	cd17502	MFS_Azr1_MDR_like	58	474	1.32e-42	NA	NA	NA	NA	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	53	299	4.7e-35	NA	NA	NA	NA
Ecl_002059	Ecl_002059-T1	Ecl_1605_22_2	3032421	3038248	+	1890	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	564	767	5.7e-84	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	GO:0005524	NA	PTHR11405:SF50	-	16	1496	0	NA	NA	NA	NA	SSF53671	Aspartate/ornithine carbamoyltransferase	1586	1887	3.67e-91	IPR036901	Aspartate/ornithine carbamoyltransferase superfamily	GO:0006520|GO:0016597|GO:0016743	NA	cd01744	GATase1_CPSase	231	409	2.73e-102	IPR035686	Carbamoyl-phosphate synthase small subunit, GATase1 domain	NA	KEGG: 00240+6.3.5.5|KEGG: 00250+6.3.5.5|MetaCyc: PWY-5154|MetaCyc: PWY-5686|MetaCyc: PWY-7400|MetaCyc: PWY-7790|MetaCyc: PWY-7791	G3DSA:3.40.50.1370	-	1590	1885	4.7e-109	IPR036901	Aspartate/ornithine carbamoyltransferase superfamily	GO:0006520|GO:0016597|GO:0016743	NA
Ecl_002061	Ecl_002061-T1	Ecl_1605_22_2	3040613	3041458	+	260	PF07714	Protein tyrosine and serine/threonine kinase	136	237	1.7e-13	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672|GO:0006468	NA	PTHR24343	SERINE/THREONINE KINASE	97	245	3.6e-13	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	99	247	3.51e-21	IPR011009	Protein kinase-like domain superfamily	NA	NA	cd00180	PKc	131	236	3.65e-15	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	96	259	1.6e-18	NA	NA	NA	NA
Ecl_002062	Ecl_002062-T1	Ecl_1605_22_2	3041982	3043117	+	316	PF01243	Pyridoxamine 5'-phosphate oxidase	126	209	2.1e-16	IPR011576	Pyridoxamine 5'-phosphate oxidase, putative	NA	KEGG: 00750+1.4.3.5|MetaCyc: PWY-7204|MetaCyc: PWY-7282|Reactome: R-HSA-964975	PTHR10851	PYRIDOXINE-5-PHOSPHATE OXIDASE	94	316	2e-83	IPR000659	Pyridoxamine 5'-phosphate oxidase	GO:0004733|GO:0008615|GO:0010181	KEGG: 00750+1.4.3.5|MetaCyc: PWY-7204|MetaCyc: PWY-7282|Reactome: R-HSA-964975	SSF50475	FMN-binding split barrel	102	316	1.36e-57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.30.110.10	Electron Transport	95	305	8.7e-82	IPR012349	FMN-binding split barrel	NA	NA
Ecl_002063	Ecl_002063-T1	Ecl_1605_22_2	3043664	3044787	-	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF47954	Cyclin-like	180	238	1.4e-05	IPR036915	Cyclin-like superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002065	Ecl_002065-T1	Ecl_1605_22_2	3050465	3051987	+	422	PF00149	Calcineurin-like phosphoesterase	45	160	9.1e-22	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	GO:0016787	NA	PTHR45619	-	2	422	2.3e-166	NA	NA	NA	NA	SSF56300	Metallo-dependent phosphatases	2	360	2.78e-103	NA	NA	NA	NA	cd07415	MPP_PP2A_PP4_PP6	3	361	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002066	Ecl_002066-T1	Ecl_1605_22_2	3053513	3054360	-	253	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42070	-	3	209	8.2e-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002067	Ecl_002067-T1	Ecl_1605_22_2	3057627	3059448	+	545	PF03969	AFG1-like ATPase	85	443	1.1e-87	IPR005654	ATPase, AFG1-like	GO:0005524	NA	PTHR12169	ATPASE N2B	63	517	2.5e-186	IPR005654	ATPase, AFG1-like	GO:0005524	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	158	306	2.31e-15	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	-	135	297	1.7e-21	NA	NA	NA	NA
Ecl_002068	Ecl_002068-T1	Ecl_1605_22_2	3062197	3064240	+	619	PF14604	Variant SH3 domain	433	479	5.3e-11	IPR001452	SH3 domain	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF50044	SH3-domain	425	500	1.23e-13	IPR036028	SH3-like domain superfamily	GO:0005515	NA	cd11854	SH3_Fus1p	427	480	1.73e-22	IPR035521	Fus1, SH3 domain	NA	NA	G3DSA:2.30.30.40	SH3 Domains	420	483	2.5e-09	NA	NA	NA	NA
Ecl_002069	Ecl_002069-T1	Ecl_1605_22_2	3065456	3066192	-	220	PF12660	Putative zinc-finger of transcription factor IIIC complex	127	218	8.3e-12	IPR024764	Transcription factor IIIC, putative zinc-finger	NA	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002070	Ecl_002070-T1	Ecl_1605_22_2	3066433	3068098	-	439	PF12657	Transcription factor IIIC subunit delta N-term	19	202	2.7e-18	IPR024761	Transcription factor IIIC, 90kDa subunit, N-terminal	NA	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002071	Ecl_002071-T1	Ecl_1605_22_2	3068639	3069925	-	390	PF01650	Peptidase C13 family	30	260	3.4e-40	IPR001096	Peptidase C13, legumain	GO:0006508|GO:0008233	NA	PTHR12000:SF1	GPI-ANCHOR TRANSAMIDASE	17	314	8.3e-140	IPR028361	GPI-anchor transamidase	GO:0003923|GO:0016255|GO:0042765	Reactome: R-HSA-162791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1460	-	25	312	3.6e-85	NA	NA	NA	NA
Ecl_002073	Ecl_002073-T1	Ecl_1605_22_2	3073296	3074060	+	254	PF01636	Phosphotransferase enzyme family	36	219	4.9e-15	IPR002575	Aminoglycoside phosphotransferase	NA	NA	PTHR21310	-	29	221	3.4e-42	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	18	247	1.32e-27	IPR011009	Protein kinase-like domain superfamily	NA	NA	cd05120	APH_ChoK_like	5	222	1.61e-25	NA	NA	NA	NA	G3DSA:3.90.1200.10	-	147	241	2.3e-09	NA	NA	NA	NA
Ecl_002074	Ecl_002074-T1	Ecl_1605_22_2	3074103	3075005	-	300	PF02230	Phospholipase/Carboxylesterase	19	174	2.3e-23	IPR003140	Phospholipase/carboxylesterase/thioesterase	GO:0016787	NA	PTHR10655:SF63	-	16	286	2.8e-59	NA	NA	NA	NA	SSF53474	alpha/beta-Hydrolases	25	286	8.37e-33	IPR029058	Alpha/Beta hydrolase fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002076	Ecl_002076-T1	Ecl_1605_22_2	3077007	3077988	-	287	PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	1	237	4.2e-23	IPR000878	Tetrapyrrole methylase	GO:0008168	Reactome: R-HSA-5358493	PTHR10882:SF0	DIPHTHINE METHYL ESTER SYNTHASE	1	280	9.1e-126	IPR004551	Diphthine synthase	GO:0004164|GO:0017183	Reactome: R-HSA-5358493	SSF53790	Tetrapyrrole methylase	1	272	1.18e-62	IPR035996	Tetrapyrrole methylase superfamily	GO:0008168	Reactome: R-HSA-5358493	cd11647	Diphthine_synthase	1	256	1.21e-135	IPR004551	Diphthine synthase	GO:0004164|GO:0017183	Reactome: R-HSA-5358493	G3DSA:3.30.950.10	Methyltransferase	112	273	9.7e-65	IPR014776	Tetrapyrrole methylase, subdomain 2	GO:0008168	Reactome: R-HSA-5358493
Ecl_002077	Ecl_002077-T1	Ecl_1605_22_2	3078331	3079023	+	230	PF12171	Zinc-finger double-stranded RNA-binding	94	118	3e-07	IPR022755	Zinc finger, double-stranded RNA binding	NA	NA	PTHR45986	-	3	230	1.7e-49	IPR040107	U4/U6.U5 small nuclear ribonucleoprotein component Snu23	GO:0000398|GO:0005681	NA	SSF57667	beta-beta-alpha zinc fingers	91	136	6.23e-09	IPR036236	Zinc finger C2H2 superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002079	Ecl_002079-T1	Ecl_1605_22_2	3080579	3083554	-	956	PF00350	Dynamin family	40	222	5e-34	IPR022812	Dynamin superfamily	NA	NA	PTHR11566	DYNAMIN	17	713	1.6e-123	IPR022812	Dynamin superfamily	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	16	331	1.07e-55	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd08771	DLP_1	36	322	7.63e-93	IPR001401	Dynamin, GTPase domain	GO:0003924|GO:0005525	NA	G3DSA:3.40.50.300	-	7	371	1.9e-106	NA	NA	NA	NA
Ecl_002081	Ecl_002081-T1	Ecl_1605_22_2	3084222	3085779	+	473	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR13036	BETA1,4 MANNOSYLTRANSFERASE	48	466	5.8e-125	IPR026051	Chitobiosyldiphosphodolichol beta-mannosyltransferase ALG1-like	GO:0000030	KEGG: 00510+2.4.1.142|KEGG: 00513+2.4.1.142	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	70	438	1.67e-13	NA	NA	NA	NA	cd03816	GT33_ALG1-like	51	463	0	NA	NA	NA	NA	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	243	449	9.6e-14	NA	NA	NA	NA
Ecl_002082	Ecl_002082-T1	Ecl_1605_22_2	3086074	3086751	-	176	PF00179	Ubiquitin-conjugating enzyme	17	160	2.2e-33	IPR000608	Ubiquitin-conjugating enzyme E2	NA	Reactome: R-HSA-983168	PTHR24067:SF3	UBIQUITIN-CONJUGATING ENZYME E2 G1	9	174	2.4e-51	NA	NA	NA	NA	SSF54495	UBC-like	7	171	6.04e-42	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	NA	NA	cd00195	UBCc	10	169	2.06e-39	IPR000608	Ubiquitin-conjugating enzyme E2	NA	Reactome: R-HSA-983168	G3DSA:3.10.110.10	Ubiquitin Conjugating Enzyme	5	175	1.2e-53	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	NA	NA
Ecl_002087	Ecl_002087-T1	Ecl_1605_22_2	3090493	3090744	-	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.180.10	-	1	82	3.4e-07	NA	NA	NA	NA
Ecl_002088	Ecl_002088-T1	Ecl_1605_22_2	3220178	3221078	-	236	PF00069	Protein kinase domain	61	234	7.4e-19	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR24058	DUAL SPECIFICITY PROTEIN KINASE	11	234	1.9e-40	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	11	235	6.8e-32	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	11	233	2e-53	NA	NA	NA	NA
Ecl_002089	Ecl_002089-T1	Ecl_1605_22_2	3221111	3221759	-	200	PF00069	Protein kinase domain	63	197	8.9e-10	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR45646:SF2	-	38	198	1.5e-44	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	59	197	2.7e-25	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	54	152	1.2e-42	NA	NA	NA	NA
Ecl_002091	Ecl_002091-T1	Ecl_1605_22_2	3268759	3270026	+	288	PF08611	Fungal protein of unknown function (DUF1774)	191	286	3.7e-38	IPR013920	Protein of unknown function DUF1774, fungi	NA	NA	PTHR37992	-	6	288	4.6e-87	IPR013920	Protein of unknown function DUF1774, fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002092	Ecl_002092-T1	Ecl_1605_22_2	3279100	3279754	+	164	PF01648	4'-phosphopantetheinyl transferase superfamily	15	154	8.4e-09	IPR008278	4'-phosphopantetheinyl transferase domain	GO:0000287|GO:0008897	KEGG: 00770+2.7.8.7|MetaCyc: PWY-6012|MetaCyc: PWY-6012-1|MetaCyc: PWY-6289|Reactome: R-HSA-199220	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF56214	4'-phosphopantetheinyl transferase	13	157	3.01e-16	IPR037143	4'-phosphopantetheinyl transferase domain superfamily	GO:0000287|GO:0008897	KEGG: 00770+2.7.8.7|MetaCyc: PWY-6012|MetaCyc: PWY-6012-1|MetaCyc: PWY-6289|Reactome: R-HSA-199220	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.470.20	-	12	159	6.6e-31	IPR037143	4'-phosphopantetheinyl transferase domain superfamily	GO:0000287|GO:0008897	KEGG: 00770+2.7.8.7|MetaCyc: PWY-6012|MetaCyc: PWY-6012-1|MetaCyc: PWY-6289|Reactome: R-HSA-199220
Ecl_002094	Ecl_002094-T1	Ecl_1605_22_2	3281345	3281941	+	198	PF00005	ABC transporter	87	198	5.6e-11	IPR003439	ABC transporter-like	GO:0005524	NA	PTHR24223:SF356	-	1	198	3e-68	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	62	198	2e-24	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd18596	ABC_6TM_VMR1_D1_like	1	52	6.33e-06	NA	NA	NA	NA	G3DSA:3.40.50.300	-	63	198	9.8e-35	NA	NA	NA	NA
Ecl_002096	Ecl_002096-T1	Ecl_1605_22_2	3282600	3283028	+	142	PF00664	ABC transporter transmembrane region	4	127	8.8e-16	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0016021|GO:0042626|GO:0055085	NA	PTHR24223	-	2	128	1e-47	NA	NA	NA	NA	SSF90123	ABC transporter transmembrane region	2	127	6.15e-22	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524|GO:0016021	NA	cd18604	ABC_6TM_VMR1_D2_like	1	128	7.7e-45	NA	NA	NA	NA	G3DSA:1.20.1560.10	-	1	128	6.6e-15	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524|GO:0016021	NA
Ecl_002098	Ecl_002098-T1	Ecl_1605_22_2	3283737	3284076	+	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR24223	-	1	88	5.4e-28	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	80	1.38e-18	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	-	1	92	9.7e-21	NA	NA	NA	NA
Ecl_002099	Ecl_002099-T1	Ecl_1605_22_2	3285085	3286733	-	358	PF00069	Protein kinase domain	20	299	1.8e-67	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR24055	MITOGEN-ACTIVATED PROTEIN KINASE	2	338	6.8e-142	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	5	338	9.17e-97	IPR011009	Protein kinase-like domain superfamily	NA	NA	cd07856	STKc_Sty1_Hog1	9	336	0	IPR038783	Fungal mitogen-activated protein (MAP) kinase Sty1/Hog1	GO:0004707|GO:0051403	KEGG: 04150+2.7.11.24	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	12	337	3.7e-150	NA	NA	NA	NA
Ecl_002100	Ecl_002100-T1	Ecl_1605_22_2	3290459	3293810	-	886	PF00343	Carbohydrate phosphorylase	164	878	0	IPR000811	Glycosyl transferase, family 35	GO:0005975|GO:0008184	KEGG: 00500+2.4.1.1|MetaCyc: PWY-5941|MetaCyc: PWY-6731|MetaCyc: PWY-6737|MetaCyc: PWY-7238|Reactome: R-HSA-70221	PTHR11468	GLYCOGEN PHOSPHORYLASE	14	882	0	IPR000811	Glycosyl transferase, family 35	GO:0005975|GO:0008184	KEGG: 00500+2.4.1.1|MetaCyc: PWY-5941|MetaCyc: PWY-6731|MetaCyc: PWY-6737|MetaCyc: PWY-7238|Reactome: R-HSA-70221	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	46	881	0	NA	NA	NA	NA	cd04300	GT35_Glycogen_Phosphorylase	81	878	0	NA	NA	NA	NA	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	62	538	4.3e-229	NA	NA	NA	NA
Ecl_002101	Ecl_002101-T1	Ecl_1605_22_2	3295575	3296993	-	355	PF00503	G-protein alpha subunit	15	344	1.4e-114	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924|GO:0007186|GO:0019001|GO:0031683	NA	PTHR10218	GTP-BINDING PROTEIN ALPHA SUBUNIT	1	354	2.5e-163	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924|GO:0007186|GO:0019001|GO:0031683	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	33	352	4.32e-53	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd00066	G-alpha	36	349	1.01e-178	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924|GO:0007186|GO:0019001|GO:0031683	NA	G3DSA:3.40.50.300	-	20	345	4.2e-138	NA	NA	NA	NA
Ecl_002103	Ecl_002103-T1	Ecl_1605_22_2	3300843	3303308	+	753	PF09794	Transport protein Avl9	45	422	5.8e-143	IPR018307	AVL9/DENND6 domain	NA	NA	PTHR31017:SF1	LATE SECRETORY PATHWAY PROTEIN AVL9 HOMOLOG	44	659	2.1e-216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002104	Ecl_002104-T1	Ecl_1605_22_2	3304149	3306763	-	770	PF00888	Cullin family	24	671	9.1e-194	IPR001373	Cullin, N-terminal	GO:0006511|GO:0031625	Reactome: R-HSA-8951664	PTHR11932:SF81	CULLIN-1	16	770	0	NA	NA	NA	NA	SSF74788	Cullin repeat-like	21	406	2.41e-123	IPR016159	Cullin repeat-like-containing domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.10.2620	-	526	684	1.6e-45	NA	NA	NA	NA
Ecl_002105	Ecl_002105-T1	Ecl_1605_22_2	3307880	3309118	-	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR36819	-	9	192	9.6e-76	IPR037737	Regulator of phospholipase D Srf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002106	Ecl_002106-T1	Ecl_1605_22_2	3309189	3311646	+	620	PF15463	Extracellular mutant protein 11	484	614	2.6e-42	IPR029178	Extracellular mutant protein 11, C-terminal	NA	NA	PTHR28244	-	468	618	1.7e-32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_002107	Ecl_002107-T1	Ecl_1605_22_2	3311969	3313012	-	310	PF00448	SRP54-type protein, GTPase domain	50	104	6.3e-07	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614	Reactome: R-HSA-1799339	PTHR10285	URIDINE KINASE	25	283	1.4e-51	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	41	244	2.67e-23	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	-	19	310	5.6e-87	NA	NA	NA	NA
