gene_id	geneT_id	chr.num	start	end	strand	seq.ln	pfam.sigAcc	pfam.desc	pfam.start	pfam.end	pfam.eval	pfam.iprAcc	pfam.iprAnn	pfam.go	pfam.pthAnn	pant.sigAcc	pant.desc	pant.start	pant.end	pant.eval	pant.iprAcc	pant.iprAnn	pant.go	pant.pthAnn	sfam.sigAcc	sfam.desc	sfam.start	sfam.end	sfam.eval	sfam.iprAcc	sfam.iprAnn	sfam.go	sfam.pthAnn	cdd.sigAcc	cdd.desc	cdd.start	cdd.end	cdd.eval	cdd.iprAcc	cdd.iprAnn	cdd.go	cdd.pthAnn	g3d.sigAcc	g3d.desc	g3d.start	g3d.end	g3d.eval	g3d.iprAcc	g3d.iprAnn	g3d.go	g3d.pthAnn
Ety_002492	Ety_002492-T1	Ety_1756_2	3621467	3625083	+	1083	PF00133	tRNA synthetases class I (I, L, M and V)	13	637	6.9e-202	IPR002300	Aminoacyl-tRNA synthetase, class Ia	GO:0000166|GO:0004812|GO:0005524|GO:0006418	NA	PTHR42780	-	2	1065	0	NA	NA	NA	NA	SSF52374	Nucleotidylyl transferase	1	649	5.63e-123	NA	NA	NA	NA	cd00818	IleRS_core	33	641	9.54e-118	NA	NA	NA	NA	G3DSA:3.40.50.620	HUPs	9	627	1.3e-213	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	NA	NA
Ety_002493	Ety_002493-T1	Ety_1756_2	3627913	3628473	-	186	PF02566	OsmC-like protein	79	180	2.6e-14	IPR003718	OsmC/Ohr family	NA	NA	PTHR33797	-	41	183	7.8e-41	IPR019953	Organic hydroperoxide resistance protein famiy	GO:0006979	NA	SSF82784	OsmC-like	31	183	4.45e-31	IPR036102	OsmC/Ohr superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.300.20	-	85	183	7.7e-24	IPR015946	K homology domain-like, alpha/beta	NA	NA
Ety_002495	Ety_002495-T1	Ety_1756_2	3629054	3631618	+	854	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR38795	-	1	786	8.1e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002496	Ety_002496-T1	Ety_1756_2	3631696	3632910	-	375	PF01728	FtsJ-like methyltransferase	119	297	7e-14	IPR002877	Ribosomal RNA methyltransferase FtsJ domain	GO:0008168|GO:0032259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	119	298	6.76e-12	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	90	306	3.6e-21	NA	NA	NA	NA
Ety_002497	Ety_002497-T1	Ety_1756_2	3633309	3635056	-	538	PF07690	Major Facilitator Superfamily	72	477	2.9e-36	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085	NA	PTHR42718:SF27	-	24	538	7.1e-205	NA	NA	NA	NA	SSF103473	MFS general substrate transporter	51	524	3.14e-48	IPR036259	MFS transporter superfamily	NA	NA	cd17476	MFS_Amf1_MDR_like	69	524	9.64e-55	NA	NA	NA	NA	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	62	323	4.1e-31	NA	NA	NA	NA
Ety_002498	Ety_002498-T1	Ety_1756_2	3636316	3637747	+	421	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR23204:SF7	CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR SUBUNIT 6	3	348	2.5e-40	IPR034771	Cleavage and polyadenylation specificity factor subunit CG7185-like	NA	NA	SSF54928	RNA-binding domain, RBD	29	155	2.31e-11	IPR035979	RNA-binding domain superfamily	GO:0003676	NA	cd12372	RRM_CFIm68_CFIm59	91	154	2.03e-25	NA	NA	NA	NA	G3DSA:3.30.70.330	-	15	170	4.9e-11	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	NA	NA
Ety_002499	Ety_002499-T1	Ety_1756_2	3637891	3639093	-	379	PF00856	SET domain	30	225	1.2e-10	IPR001214	SET domain	GO:0005515	NA	PTHR13271	UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE	89	336	1.5e-38	NA	NA	NA	NA	SSF82199	SET domain	2	241	4.58e-39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.1410.10	set domain protein methyltransferase	1	238	3.9e-37	NA	NA	NA	NA
Ety_002500	Ety_002500-T1	Ety_1756_2	3639946	3641495	-	499	PF17667	Fungal protein kinase	149	402	2.3e-81	IPR040976	Fungal-type protein kinase	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PTHR38248	-	151	495	6.1e-96	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	299	433	1.08e-15	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	286	465	9.2e-12	NA	NA	NA	NA
Ety_002501	Ety_002501-T1	Ety_1756_2	3642848	3643822	+	291	PF05019	Coenzyme Q (ubiquinone) biosynthesis protein Coq4	47	267	1.3e-97	IPR007715	Ubiquinone biosynthesis protein Coq4	GO:0006744	NA	PTHR12922	UBIQUINONE BIOSYNTHESIS PROTEIN	45	275	3.2e-95	IPR007715	Ubiquinone biosynthesis protein Coq4	GO:0006744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002502	Ety_002502-T1	Ety_1756_2	3644056	3644852	-	131	PF01984	Double-stranded DNA-binding domain	4	117	3.3e-41	IPR002836	PDCD5-like	GO:0003677	NA	PTHR10840	PROGRAMMED CELL DEATH PROTEIN 5	3	125	8.1e-34	IPR002836	PDCD5-like	GO:0003677	NA	SSF46950	Double-stranded DNA-binding domain	4	114	1.31e-30	IPR036883	PDCD5-like superfamily	GO:0003677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.8.140	DNA Binding Protein	1	108	4e-35	IPR036883	PDCD5-like superfamily	GO:0003677	NA
Ety_002503	Ety_002503-T1	Ety_1756_2	3644958	3647447	-	525	PF02558	Ketopantoate reductase PanE/ApbA	160	315	2e-09	IPR013332	Ketopantoate reductase, N-terminal domain	NA	NA	PTHR43765	-	158	491	2.7e-41	NA	NA	NA	NA	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	363	488	8.16e-12	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	-	159	335	1.4e-06	NA	NA	NA	NA
Ety_002504	Ety_002504-T1	Ety_1756_2	3647533	3649821	-	658	PF00400	WD domain, G-beta repeat	514	555	0.0056	IPR001680	WD40 repeat	GO:0005515	NA	PTHR19847	WD40 REPEAT PROTEIN	53	642	8.8e-168	NA	NA	NA	NA	SSF50978	WD40 repeat-like	228	614	4.64e-47	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	-	239	491	4.5e-39	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515	NA
Ety_002505	Ety_002505-T1	Ety_1756_2	3651450	3653232	+	540	PF01169	Uncharacterized protein family UPF0016	279	352	5.4e-21	IPR001727	Gdt1 family	NA	NA	PTHR12608	TRANSMEMBRANE PROTEIN HTP-1 RELATED	274	536	1.9e-90	IPR001727	Gdt1 family	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002507	Ety_002507-T1	Ety_1756_2	3657941	3660812	-	935	PF06011	Transient receptor potential (TRP) ion channel	198	716	1.7e-104	IPR010308	TRP, C-terminal	NA	NA	PTHR31145	-	10	895	7.5e-295	IPR040241	Transient receptor potential channel Flc/Pkd2-like	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002508	Ety_002508-T1	Ety_1756_2	3663043	3665172	+	574	PF01747	ATP-sulfurylase	175	388	8.9e-88	IPR024951	Sulphate adenylyltransferase catalytic domain	GO:0004781	KEGG: 00230+2.7.7.4|KEGG: 00261+2.7.7.4|KEGG: 00450+2.7.7.4|KEGG: 00920+2.7.7.4|MetaCyc: PWY-5278|MetaCyc: PWY-5340|MetaCyc: PWY-6683|MetaCyc: PWY-6932|Reactome: R-HSA-174362|Reactome: R-HSA-2408550	PTHR42700:SF1	SULFATE ADENYLYLTRANSFERASE	1	571	5.3e-287	NA	NA	NA	NA	SSF52374	Nucleotidylyl transferase	172	391	1.89e-91	NA	NA	NA	NA	cd00517	ATPS	32	389	2.01e-175	IPR002650	Sulphate adenylyltransferase	GO:0000103|GO:0004781	KEGG: 00230+2.7.7.4|KEGG: 00261+2.7.7.4|KEGG: 00450+2.7.7.4|KEGG: 00920+2.7.7.4|MetaCyc: PWY-5278|MetaCyc: PWY-5340|MetaCyc: PWY-6683|MetaCyc: PWY-6932|Reactome: R-HSA-174362|Reactome: R-HSA-2408550	G3DSA:3.40.50.620	HUPs	191	390	1.6e-89	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	NA	NA
Ety_002509	Ety_002509-T1	Ety_1756_2	3666751	3669414	+	887	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR15074:SF5	-	62	887	3e-198	NA	NA	NA	NA	SSF101447	Formin homology 2 domain (FH2 domain)	355	707	3.14e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002510	Ety_002510-T1	Ety_1756_2	3669975	3671501	-	508	PF07757	Predicted AdoMet-dependent methyltransferase	230	326	7.2e-39	IPR011671	tRNA (uracil-O(2)-)-methyltransferase	GO:0008168	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	PTHR21210	UNCHARACTERIZED	29	477	2.3e-122	IPR011671	tRNA (uracil-O(2)-)-methyltransferase	GO:0008168	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	250	314	3.12e-05	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002511	Ety_002511-T1	Ety_1756_2	3672591	3673314	+	114	PF01253	Translation initiation factor SUI1	26	98	5.6e-28	IPR001950	SUI1 domain	GO:0003743|GO:0006413	NA	PTHR10388:SF4	EUKARYOTIC TRANSLATION INITIATION FACTOR EIF1	2	113	3.1e-48	NA	NA	NA	NA	SSF55159	eIF1-like	2	100	9.02e-33	IPR036877	SUI1 domain superfamily	GO:0003743|GO:0006413	NA	cd11566	eIF1_SUI1	27	113	3.39e-36	IPR005874	Eukaryotic translation initiation factor SUI1	GO:0003743	NA	G3DSA:3.30.780.10	-	1	114	9.1e-49	NA	NA	NA	NA
Ety_002512	Ety_002512-T1	Ety_1756_2	3674229	3676696	-	358	PF12326	N-glycosylation protein	211	287	1.8e-12	IPR021100	N-glycosylation protein EOS1	GO:0005789|GO:0034599	NA	PTHR28147	-	212	285	1.1e-30	IPR021100	N-glycosylation protein EOS1	GO:0005789|GO:0034599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002514	Ety_002514-T1	Ety_1756_2	3678727	3681003	+	758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	543	693	2.05e-12	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	608	706	1.5e-08	NA	NA	NA	NA
Ety_002515	Ety_002515-T1	Ety_1756_2	3683545	3685093	+	313	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	135	203	6.1e-07	IPR000504	RNA recognition motif domain	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF54928	RNA-binding domain, RBD	130	214	3.49e-13	IPR035979	RNA-binding domain superfamily	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.70.330	-	129	216	6.5e-13	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	NA	NA
Ety_002516	Ety_002516-T1	Ety_1756_2	3685122	3685352	+	76	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	26	57	0.00011	IPR000504	RNA recognition motif domain	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF54928	RNA-binding domain, RBD	13	66	7.74e-08	IPR035979	RNA-binding domain superfamily	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.70.330	-	10	67	2e-06	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	NA	NA
Ety_002518	Ety_002518-T1	Ety_1756_2	3687588	3690010	+	521	PF00474	Sodium:solute symporter family	48	387	6.6e-06	IPR001734	Sodium/solute symporter	GO:0016020|GO:0022857|GO:0055085	NA	PTHR43291	-	5	487	1.2e-176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.1730.10	-	44	469	1.9e-25	IPR038377	Sodium/glucose symporter superfamily	NA	NA
Ety_002519	Ety_002519-T1	Ety_1756_2	3690422	3691543	-	317	PF04280	Tim44-like domain	148	284	8.1e-09	IPR007379	Tim44-like domain	NA	NA	PTHR28554	-	46	289	3.5e-15	NA	NA	NA	NA	SSF54427	NTF2-like	149	285	7.01e-06	IPR032710	NTF2-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.450.240	-	133	304	2.8e-27	NA	NA	NA	NA
Ety_002520	Ety_002520-T1	Ety_1756_2	3691962	3692941	+	265	PF08547	Complex I intermediate-associated protein 30 (CIA30)	44	235	3.5e-45	IPR013857	NADH:ubiquinone oxidoreductase intermediate-associated protein 30	NA	Reactome: R-HSA-6799198	PTHR13194	COMPLEX I INTERMEDIATE-ASSOCIATED PROTEIN 30	7	244	5e-68	IPR039131	Complex I intermediate-associated protein 30, mitochondrial	GO:0032981	Reactome: R-HSA-6799198	SSF49785	Galactose-binding domain-like	42	238	1.19e-14	IPR008979	Galactose-binding-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002521	Ety_002521-T1	Ety_1756_2	3693077	3695565	-	787	PF12862	Anaphase-promoting complex subunit 5	283	372	7.5e-33	IPR026000	Anaphase-promoting complex subunit 5 domain	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-8853884|Reactome: R-HSA-983168	PTHR12830	-	1	779	3.6e-126	IPR037679	Anaphase-promoting complex subunit 5	GO:0005680	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-8853884|Reactome: R-HSA-983168	SSF48452	TPR-like	291	566	2.1e-06	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	-	478	731	1e-10	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515	NA
Ety_002522	Ety_002522-T1	Ety_1756_2	3696576	3697288	-	128	PF02046	Cytochrome c oxidase subunit VIa	19	123	1.2e-49	IPR001349	Cytochrome c oxidase, subunit VIa	GO:0004129|GO:0005743|GO:0005751	NA	PTHR11504	CYTOCHROME C OXIDASE POLYPEPTIDE VIA	8	124	1.5e-23	IPR001349	Cytochrome c oxidase, subunit VIa	GO:0004129|GO:0005743|GO:0005751	NA	SSF81411	Mitochondrial cytochrome c oxidase subunit VIa	38	125	3.92e-28	IPR036418	Cytochrome c oxidase, subunit VIa superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:4.10.95.10	Cytochrome C Oxidase	38	126	8.6e-23	IPR036418	Cytochrome c oxidase, subunit VIa superfamily	NA	NA
Ety_002523	Ety_002523-T1	Ety_1756_2	3698126	3700160	+	611	PF03372	Endonuclease/Exonuclease/phosphatase family	7	283	3.9e-10	IPR005135	Endonuclease/exonuclease/phosphatase	NA	NA	PTHR22748	AP ENDONUCLEASE	1	601	6.3e-105	IPR004808	AP endonuclease 1	GO:0004518|GO:0006281	NA	SSF56219	DNase I-like	4	290	2.4e-50	IPR036691	Endonuclease/exonuclease/phosphatase superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.60.10.10	-	1	291	3.9e-76	IPR036691	Endonuclease/exonuclease/phosphatase superfamily	NA	NA
Ety_002524	Ety_002524-T1	Ety_1756_2	3700963	3701927	-	208	PF00505	HMG (high mobility group) box	129	197	3.3e-17	IPR009071	High mobility group box domain	NA	NA	PTHR10270:SF299	-	100	206	6.9e-29	NA	NA	NA	NA	SSF47095	HMG-box	127	204	1.57e-20	IPR036910	High mobility group box domain superfamily	NA	NA	cd01389	MATA_HMG-box	128	203	2.42e-33	NA	NA	NA	NA	G3DSA:1.10.30.10	DNA Binding (I)	127	204	2.4e-22	IPR036910	High mobility group box domain superfamily	NA	NA
Ety_002525	Ety_002525-T1	Ety_1756_2	3701971	3703207	+	371	PF17043	Mating type protein 1-1-2 of unknown function	174	317	4.1e-37	IPR031472	MAT1-1-2/MatA-2/Smr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002526	Ety_002526-T1	Ety_1756_2	3703727	3705044	+	403	PF04769	Mating-type protein MAT alpha 1 HMG-box	74	256	2.6e-50	IPR006856	Mating-type protein MAT alpha 1, HMG-box	GO:0005634|GO:0007531|GO:0008301|GO:0045895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002527	Ety_002527-T1	Ety_1756_2	3711410	3715501	-	1051	PF07651	ANTH domain	15	275	1e-80	IPR011417	AP180 N-terminal homology (ANTH) domain	GO:0005543	Reactome: R-HSA-8856828	PTHR10407	HUNTINGTIN INTERACTING PROTEIN 1	5	1050	0	IPR030224	Sla2 family	GO:0006897|GO:0030276	Reactome: R-HSA-8856828	SSF109885	I/LWEQ domain	813	1002	6.57e-61	IPR035964	I/LWEQ domain superfamily	GO:0003779	NA	cd17007	ANTH_N_Sla2p	16	130	4.28e-61	NA	NA	NA	NA	G3DSA:1.20.1410.10	I/LWEQ domain	808	1010	1.1e-70	NA	NA	NA	NA
Ety_002528	Ety_002528-T1	Ety_1756_2	3716828	3717534	-	160	PF01157	Ribosomal protein L21e	1	101	3.5e-45	IPR001147	Ribosomal protein L21e	GO:0003735|GO:0005840|GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PTHR20981	60S RIBOSOMAL PROTEIN L21	1	158	7.6e-66	IPR001147	Ribosomal protein L21e	GO:0003735|GO:0005840|GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957	SSF50104	Translation proteins SH3-like domain	3	99	1.17e-33	IPR008991	Translation protein SH3-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.30.30.70	-	1	97	6.8e-44	IPR036948	Ribosomal protein L21 superfamily	GO:0003735|GO:0005840|GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957
Ety_002529	Ety_002529-T1	Ety_1756_2	3717925	3718639	+	191	PF00163	Ribosomal protein S4/S9 N-terminal domain	2	60	1.8e-05	IPR001912	Ribosomal protein S4/S9, N-terminal	GO:0019843	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PTHR11831	30S 40S RIBOSOMAL PROTEIN	3	190	6.1e-93	IPR022801	Ribosomal protein S4/S9	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	SSF55174	Alpha-L RNA-binding motif	9	160	2.45e-33	NA	NA	NA	NA	cd00165	S4	105	147	1.14e-07	IPR002942	RNA-binding S4 domain	GO:0003723	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957	G3DSA:3.10.290.10	-	104	160	6.7e-12	IPR036986	RNA-binding S4 domain superfamily	GO:0003723	NA
Ety_002530	Ety_002530-T1	Ety_1756_2	3719027	3720415	-	462	PF11708	Pre-mRNA splicing Prp18-interacting factor	116	352	2.3e-77	IPR021715	Pre-mRNA-splicing factor SLU7 domain	NA	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856	PTHR12942	STEP II SPLICING FACTOR SLU7	14	453	2.8e-139	IPR039974	Pre-mRNA-splicing factor SLU7	GO:0000386|GO:0000398|GO:0030628	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002531	Ety_002531-T1	Ety_1756_2	3720798	3725948	+	1697	PF00136	DNA polymerase family B	1105	1550	9.8e-105	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	GO:0000166|GO:0003677	NA	PTHR45812	-	4	1670	0	IPR030559	DNA polymerase zeta catalytic subunit	GO:0006281|GO:0016035|GO:0019985	Reactome: R-HSA-110312|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121	SSF53098	Ribonuclease H-like	38	1110	1.14e-78	IPR012337	Ribonuclease H-like superfamily	NA	NA	cd05534	POLBc_zeta	1111	1557	0	NA	NA	NA	NA	G3DSA:3.90.1600.10	Palm domain of DNA polymerase	1151	1386	1.3e-89	IPR023211	DNA polymerase, palm domain superfamily	NA	NA
Ety_002532	Ety_002532-T1	Ety_1756_2	3726752	3729932	-	1027	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR13466	TEX2 PROTEIN-RELATED	4	770	2e-123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002533	Ety_002533-T1	Ety_1756_2	3731825	3736940	-	1678	PF12814	Meiotic cell cortex C-terminal pleckstrin homology	1360	1477	2.4e-47	IPR024774	Pleckstrin homology domain, Mcp5-type	GO:0005515|GO:0005543|GO:0005938|GO:0032065	NA	PTHR28190:SF1	NUCLEAR MIGRATION PROTEIN NUM1	62	732	9.8e-220	NA	NA	NA	NA	SSF50729	PH domain-like	1351	1482	1.42e-12	NA	NA	NA	NA	cd13365	PH_PLC_plant-like	1358	1476	7.27e-46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_002534	Ety_002534-T1	Ety_1756_2	3739557	3740685	+	340	PF13920	Zinc finger, C3HC4 type (RING finger)	258	298	1.1e-07	NA	NA	NA	NA	PTHR12930	ZINC FINGER PROTEIN 183	12	329	2.3e-89	IPR039971	Pre-mRNA-splicing factor CWC24-like	NA	NA	SSF57850	RING/U-box	258	298	3.77e-12	NA	NA	NA	NA	cd16539	RING-HC_RNF113A_B	257	297	9.23e-21	NA	NA	NA	NA	G3DSA:3.30.40.10	Zinc/RING finger domain	257	316	6.6e-16	IPR013083	Zinc finger, RING/FYVE/PHD-type	NA	NA
Ety_002535	Ety_002535-T1	Ety_1756_2	3741253	3742485	+	350	PF03987	Autophagocytosis associated protein, active-site domain	34	346	4.2e-73	IPR007135	Autophagy-related protein 3	NA	Reactome: R-HSA-1632852	PTHR12866	AUTOPHAGOCYTOSIS PROTEIN AUT1-RELATED	3	348	5.9e-90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1460.50	-	122	273	1.9e-37	NA	NA	NA	NA
Ety_002540	Ety_002540-T1	Ety_1756_2	3757823	3760688	+	749	PF00069	Protein kinase domain	391	690	1.5e-49	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR24343	SERINE/THREONINE KINASE	280	738	6.9e-202	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	391	701	4.92e-57	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	387	735	3.9e-61	NA	NA	NA	NA
